utterance,tran_raw_2025,final_intent,suggested_intent_status,intent_confidence,needs_review,intent_reason
Do Miami students have access to Adobe where they can edit PDF files?,tran_raw_2025,adobe_access,accepted,high,FALSE,Asks whether students have Adobe PDF editing access.
not recieving Adobe booking confirmation,tran_raw_2025,adobe_access,accepted,high,FALSE,Issue with Adobe booking confirmation.
Can I get access to Adobe Creative Cloud at home as a student?,tran_raw_2025,adobe_access,accepted,high,FALSE,Asks about at-home Adobe Creative Cloud access.
How do I access my student credits on adobe?,tran_raw_2025,adobe_access,accepted,medium,FALSE,Asks about Adobe student credits access.
Is there a way that I can use Adobe today (not have to wait until tomorrow) to combine PDF files?,tran_raw_2025,adobe_access,accepted,high,FALSE,Needs same-day Adobe use for PDF combining.
"I want to know how to rent adobe premiere from the library. And if I rent it how that process works. Also if I rent it, if renewed would I lose access to what I had edited in adobe",tran_raw_2025,adobe_access,accepted,high,FALSE,Asks how to borrow Adobe Premiere and renewal effects.
I am having trouble accessing Adobe Illustrator on my laptop. I have checked out the creative clout license and it has been over an hour since the start of my loan but the app is giving me an error that my license has expired.,tran_raw_2025,adobe_access,accepted,high,FALSE,Trouble accessing checked-out Adobe Illustrator license.
Software Checkout: Adobe Acrobat Pro (Faculty/Staff) Miami Faculty/Staff Only How are students that need Pro to format their dissertation on? Please advise.,tran_raw_2025,adobe_access,accepted,high,FALSE,Asks about student access to Adobe Acrobat Pro.
"My creative cloud account was deactivated, as I recently graduated. However, I still need the files saved to my cloud. How do I recover them?",tran_raw_2025,adobe_access,accepted,high,FALSE,Adobe Creative Cloud account deactivation and file recovery.
Is Illustrator available for staff use on campus?,tran_raw_2025,adobe_access,accepted,high,FALSE,Asks whether Illustrator is available for staff.
If I book a Adobe Creative Cloud License am I allowed to use it for personal projects? Is this license completely free for the 14 day period and is it free each time I renew said license?,tran_raw_2025,adobe_access,accepted,high,FALSE,Questions about Adobe Creative Cloud license use and cost.
How can install Adobe Acrobat Pro? Do we or Miami pay for it?,tran_raw_2025,adobe_access,accepted,high,FALSE,Asks how to install and pay for Adobe Acrobat Pro.
How can I get adobe acrobat on my laptop?,tran_raw_2025,adobe_access,accepted,high,FALSE,Asks how to get Adobe Acrobat on laptop.
What is the checkout duration for Adobe Creative Cloud (Student)?,tran_raw_2025,adobe_access,accepted,high,FALSE,Asks checkout duration for Adobe Creative Cloud.
Can I get lightroom classic through here,tran_raw_2025,adobe_access,accepted,high,FALSE,Lightroom Classic is an Adobe product access question.
accessing adobe creative cloud,tran_raw_2025,adobe_access,accepted,high,FALSE,Brief request about accessing Adobe Creative Cloud.
"When checking out the adobe creative cloud, can you check it out again when the 14 days are up?",tran_raw_2025,adobe_access,accepted,high,FALSE,Asks about re-checking out Adobe Creative Cloud license.
I'd like to try adobe's Lightroom How can I get a copy,tran_raw_2025,adobe_access,accepted,high,FALSE,Requests access to Adobe Lightroom.
How can I check out Adobe photoshop and Adobe Animation software?,tran_raw_2025,adobe_access,accepted,high,FALSE,Asks how to check out Adobe Photoshop and animation software.
Is there a way to software checkout adobe lightroom,tran_raw_2025,adobe_access,accepted,high,FALSE,Asks about software checkout for Adobe Lightroom.
"I checked out adobe creative cloud but I can't find it anywhere, how do I access the software?",tran_raw_2025,adobe_access,accepted,high,FALSE,Trouble accessing checked-out Adobe Creative Cloud software.
I am a grad student and just finished my thesis. I am at the point where I need access to Adobe Pro and was hoping to check out a license for Adobe Creative Cloud,tran_raw_2025,adobe_access,accepted,high,FALSE,Requests Adobe Pro/Creative Cloud license checkout.
I checked out for adobe creative cloud yesterday to use illustrator for school work. But when I go to load up adobe illustrator it say my time//session is still expired.,tran_raw_2025,adobe_access,accepted,high,FALSE,Adobe Illustrator access problem after Creative Cloud checkout.
When will adobe acrobat pro be available to check out again? Is it possible to use this software on a school computer? I need it to meet accessability requirements for my thesis.,tran_raw_2025,adobe_access,accepted,high,FALSE,Asks availability and computer use for Adobe Acrobat Pro.
"It's been more than 30 minutes since I made my software booking, but I still can't access the premium feature for Adobe.",tran_raw_2025,adobe_access,accepted,high,FALSE,Cannot access premium Adobe features after software booking.
is there an estimate as to when Adobe Creative Cloud will be available?,tran_raw_2025,adobe_access,accepted,high,FALSE,Asks when Adobe Creative Cloud will be available.
"To format my dissertation, will I need to download the Adobe software to my device or is the web-based application sufficient? If I have to download, can I use a computer in the lab at VOA and still use the checked out software?",tran_raw_2025,adobe_access,accepted,high,FALSE,Asks about using checked-out Adobe software for dissertation formatting.
Any idea when creative cloud will be available? I need it for my class and my time slot just ran out.,tran_raw_2025,adobe_access,accepted,high,FALSE,Asks when Creative Cloud will be available after timeslot expired.
Im interested in Adobe lightroom. I'll need to use it longer than 1-5 days,tran_raw_2026_5,adobe_access,accepted,high,FALSE,Needs Adobe Lightroom access longer than standard checkout period.
I'm interested in checking out adobe's lightroom. I'd need more than 5 days though. How to proceed?,tran_raw_2026_5,adobe_access,accepted,high,FALSE,Asks how to check out Adobe Lightroom for longer period.
"Hi! I need to extend my adobe license for a another 14 days or reserve a new one, but I don't see the option on the site to checkout the software before Nov 20.",tran_raw_2026_5,adobe_access,accepted,high,FALSE,Requests extending or reserving Adobe license.
I am trying to download adobe software,tran_raw_2026_5,adobe_access,accepted,high,FALSE,Trying to download Adobe software.
"I downloaded the software Adobe Creative Cloud and followed the steps to start using the platform, however I'm trying to use the app Premiere Pro and it says I have to buy it or do the free trial?",tran_raw_2026_5,adobe_access,accepted,high,FALSE,Adobe Premiere Pro license issue after Creative Cloud download.
Can emeritus faculty or adjunct faculty check out the creative cloud software?,tran_raw_2026_5,adobe_access,accepted,high,FALSE,Asks eligibility to check out Creative Cloud software.
"HI, hit says that I can't submit a booking for the adobe creative cloud by my two weeks has ended two days ago, is something wrong with the system?",tran_raw_2026_5,adobe_access,accepted,high,FALSE,Booking issue for Adobe Creative Cloud checkout.
"I singed up for a student Creative cloud Subscription and I got the email but it hasn't seem to connect to my adobe account, because when I go into illustrator it says I need a license",tran_raw_2026_5,adobe_access,accepted,high,FALSE,Creative Cloud license not connecting to Adobe account.
"Hi, I want access to the adobe pro version",tran_raw_2026_5,adobe_access,accepted,high,FALSE,User wants access to Adobe Pro.
Hi can you please send me the link to schedule the adobe pro software,tran_raw_2023,adobe_access,accepted,high,FALSE,Requesting link to schedule Adobe Pro software.
i am trying to check out adobe illistrator do i have to check out the whole creative cloud?,tran_raw_2023,adobe_access,accepted,high,FALSE,Adobe Illustrator and Creative Cloud checkout question.
"i have a patron down here that needs assistance using adobe creative cloud, would someone be able to come down here and help him?",tran_raw_2023,adobe_access,overridden,high,FALSE,Needs help with Adobe Creative Cloud; Adobe-specific label overrides handoff.
do the ipads that we can check out have procreate/ illustrator on them?,tran_raw_2023,adobe_access,overridden,medium,TRUE,Mentions Illustrator on checkout iPads; Adobe-specific access overrides software.
Do computers in the library have adobe creative cloud?,tran_raw_2023,adobe_access,overridden,high,FALSE,Asks about Adobe Creative Cloud availability.
how do I access photoshop on the library computer,tran_raw_2023,adobe_access,overridden,high,FALSE,Photoshop is an Adobe product access question.
"Hi, I was in the CIM lab this morning but couldn't figure out what I needed. I have a PDF that needs to be converted to a jpeg for social media posting, and it looks like a special version of Adobe is needed. What do you recommend?",tran_raw_2023,adobe_access,overridden,high,FALSE,Asks about needing Adobe version for PDF-to-JPEG conversion.
